PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,HeuBug
80,2,3,1,2,FALSE
0,4,0,0,1,FALSE
0,3,0,0,1,FALSE
0,4,0,0,1,FALSE
50,3,2,0,1,FALSE
0,3,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,0,0,0,0,FALSE
0,1,0,0,1,FALSE
0,0,0,0,0,FALSE
0,1,0,0,1,FALSE
0,0,0,0,0,FALSE
0,1,0,1,1,FALSE
0,0,0,0,0,FALSE
0,1,0,1,1,FALSE
0,0,0,0,0,FALSE
0,1,0,1,1,FALSE
100,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,0,0,0,0,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,2,FALSE
66,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,1,0,0,1,FALSE
0,0,0,0,0,FALSE
25,1,0,1,1,FALSE
0,1,1,1,1,FALSE
0,2,1,0,1,FALSE
0,1,0,0,2,FALSE
0,1,0,1,1,FALSE
75,1,0,1,1,FALSE
0,0,0,0,0,FALSE
0,1,0,1,1,TRUE
70,2,0,4,2,TRUE
0,0,0,1,0,FALSE
100,1,0,0,1,FALSE
100,1,0,0,1,FALSE
0,1,0,3,1,FALSE
71,1,0,4,1,FALSE
0,0,0,0,0,FALSE
0,0,0,0,0,FALSE
0,0,0,3,0,FALSE
0,0,0,0,0,FALSE
100,2,1,8,1,FALSE
57,2,0,8,1,FALSE
42,2,0,7,2,TRUE
66,2,0,3,1,FALSE
42,2,0,9,1,FALSE
0,3,0,5,1,FALSE
88,2,3,17,1,FALSE
0,3,0,7,1,FALSE
0,3,0,7,1,FALSE
57,2,0,8,1,FALSE
50,2,2,3,2,FALSE
62,3,0,7,2,FALSE
50,2,9,7,2,FALSE
69,2,3,23,3,FALSE
0,3,0,8,1,FALSE
11,3,0,8,1,FALSE
0,3,0,8,1,FALSE
42,2,0,10,1,TRUE
33,2,0,7,1,FALSE
42,2,0,8,2,FALSE
0,0,4,1,0,FALSE
0,0,5,1,0,FALSE
64,2,0,3,2,FALSE
0,3,0,7,1,FALSE
56,2,0,7,1,FALSE
33,2,0,8,1,FALSE
0,3,0,11,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,10,1,FALSE
0,3,0,8,1,FALSE
0,3,0,13,1,TRUE
71,2,19,19,4,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,12,1,FALSE
33,3,0,10,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,10,1,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,10,1,FALSE
60,2,0,11,1,FALSE
58,2,0,13,2,FALSE
42,3,0,9,2,FALSE
42,3,0,11,2,FALSE
37,2,0,12,2,FALSE
71,4,0,8,1,FALSE
0,4,0,8,1,FALSE
0,4,0,8,1,FALSE
33,3,3,10,2,FALSE
73,2,1,9,2,FALSE
50,3,0,11,2,FALSE
69,2,0,10,2,FALSE
70,3,0,8,2,FALSE
33,2,0,7,1,FALSE
0,3,0,20,2,TRUE
42,3,0,18,2,TRUE
63,2,0,8,1,FALSE
66,3,0,10,2,TRUE
0,3,0,9,2,TRUE
0,3,0,9,1,FALSE
70,2,0,8,2,TRUE
0,3,0,9,2,FALSE
0,2,0,9,1,FALSE
42,2,0,7,1,FALSE
33,2,0,7,1,FALSE
94,1,0,24,2,FALSE
0,0,1,3,0,FALSE
0,2,0,8,3,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,4,FALSE
0,3,0,8,1,FALSE
0,3,0,8,1,FALSE
0,3,0,8,1,FALSE
72,2,18,12,4,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,10,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,10,1,FALSE
0,3,0,10,1,FALSE
0,3,0,10,1,FALSE
33,3,0,10,1,FALSE
0,3,0,1,1,FALSE
61,2,0,8,3,FALSE
70,2,0,9,1,FALSE
42,2,0,8,2,FALSE
58,3,0,13,1,FALSE
42,3,0,8,2,FALSE
42,2,0,8,2,FALSE
0,3,0,5,1,FALSE
42,2,1,9,1,FALSE
0,0,4,1,0,FALSE
50,2,0,7,1,FALSE
72,3,0,10,2,FALSE
65,2,0,14,3,FALSE
0,0,1,0,0,FALSE
0,0,2,1,0,FALSE
65,2,4,13,1,FALSE
0,3,0,12,1,FALSE
25,2,6,4,1,FALSE
65,3,0,9,2,FALSE
70,2,0,8,2,FALSE
50,2,0,8,1,FALSE
62,2,0,11,1,FALSE
33,2,0,8,1,FALSE
62,2,2,4,2,FALSE
54,2,0,11,2,FALSE
72,3,0,12,1,FALSE
50,3,0,16,1,FALSE
33,2,0,9,1,FALSE
33,2,0,9,1,FALSE
100,3,0,1,2,FALSE
0,2,1,8,3,FALSE
88,1,83,10,2,FALSE
96,1,0,0,1,FALSE
33,2,0,7,1,TRUE
42,2,0,10,1,TRUE
42,2,0,8,2,FALSE
65,2,0,10,1,FALSE
42,2,0,8,2,FALSE
64,2,3,11,1,FALSE
0,3,0,8,1,FALSE
0,3,0,8,1,FALSE
0,3,0,8,1,FALSE
28,2,0,7,1,FALSE
42,2,0,7,2,TRUE
0,3,0,9,1,FALSE
0,3,0,10,1,FALSE
0,2,0,8,1,FALSE
66,2,0,8,2,FALSE
58,2,0,8,1,FALSE
66,2,0,21,1,TRUE
50,3,1,3,2,FALSE
0,2,0,8,1,FALSE
62,2,0,7,1,FALSE
58,2,0,9,1,FALSE
54,2,0,13,1,FALSE
0,2,0,8,2,FALSE
33,2,0,8,1,FALSE
0,2,0,7,1,FALSE
42,2,1,8,2,FALSE
60,2,0,12,2,FALSE
33,2,0,8,1,FALSE
68,2,0,8,4,FALSE
33,2,0,8,1,FALSE
0,2,0,8,3,FALSE
0,3,0,1,1,FALSE
0,0,4,1,0,FALSE
0,0,5,4,0,FALSE
0,0,12,0,0,FALSE
0,0,31,0,0,FALSE
50,2,0,8,1,FALSE
0,4,0,1,1,FALSE
69,2,0,12,1,FALSE
0,1,0,4,1,FALSE
8,1,0,39,1,FALSE
57,2,0,8,1,FALSE
57,2,0,10,2,FALSE
0,0,0,97,0,FALSE
63,2,1,12,1,FALSE
0,3,0,7,1,FALSE
69,2,0,15,1,FALSE
50,2,0,8,2,FALSE
55,2,4,9,1,FALSE
0,3,0,9,1,FALSE
0,3,0,8,1,FALSE
0,3,0,8,1,FALSE
0,2,0,7,2,FALSE
0,2,0,4,2,FALSE
66,2,0,13,3,FALSE
0,3,0,6,1,FALSE
99,1,2,3,1,FALSE
77,1,0,3,2,FALSE
40,1,0,6,3,FALSE
77,1,0,0,1,FALSE
0,1,9,0,1,FALSE
0,0,15,1,0,FALSE
99,1,1,118,2,TRUE
0,2,0,24,2,FALSE
89,1,0,70,1,TRUE
0,0,1,11,0,TRUE
0,0,74,1,0,FALSE
0,0,1,6,0,FALSE
0,0,66,1,0,FALSE
60,2,1,19,1,TRUE
91,1,0,3,1,FALSE
67,1,2,14,2,FALSE
93,1,2,63,2,TRUE
50,3,1,4,1,TRUE
0,4,0,4,1,FALSE
50,3,0,4,1,TRUE
0,2,2,18,1,FALSE
0,3,0,6,1,FALSE
0,3,0,12,1,FALSE
0,2,0,8,1,FALSE
86,1,0,23,2,TRUE
0,2,0,10,1,FALSE
70,3,0,16,1,FALSE
70,2,3,16,1,FALSE
98,1,0,2,3,FALSE
66,2,0,8,1,FALSE
96,1,0,20,3,TRUE
14,1,1,18,2,FALSE
0,0,1,4,0,FALSE
50,1,0,0,1,TRUE
0,1,0,1,2,FALSE
0,0,4,1,0,FALSE
0,1,0,4,2,FALSE
0,1,0,4,2,FALSE
0,1,0,18,2,TRUE
0,0,1,1,0,FALSE
59,2,0,7,1,TRUE
57,2,0,6,1,FALSE
0,2,0,4,1,FALSE
100,1,1,5,1,FALSE
0,1,0,1,1,FALSE
72,1,1,5,1,FALSE
0,3,0,3,1,TRUE
50,2,0,5,1,TRUE
0,3,0,2,1,FALSE
0,3,0,1,1,FALSE
0,4,0,3,1,FALSE
0,3,1,3,1,FALSE
0,3,0,2,1,FALSE
57,3,2,8,1,TRUE
75,3,0,4,1,TRUE
0,3,0,2,1,FALSE
0,3,0,3,1,TRUE
0,3,0,1,1,FALSE
0,3,0,3,1,FALSE
0,3,0,4,1,FALSE
0,3,0,3,1,TRUE
0,3,0,3,1,TRUE
0,3,0,5,1,FALSE
0,3,0,6,1,TRUE
0,3,0,3,1,FALSE
0,3,0,3,1,FALSE
25,2,4,3,1,FALSE
0,3,0,1,1,TRUE
72,1,7,4,1,FALSE
0,3,0,3,1,TRUE
0,4,0,3,1,FALSE
0,3,0,2,1,FALSE
0,3,0,2,1,FALSE
0,2,3,3,1,FALSE
0,2,11,3,1,FALSE
0,2,8,3,1,TRUE
0,3,0,4,1,FALSE
0,3,0,5,1,TRUE
0,3,0,2,1,FALSE
0,3,0,3,1,FALSE
16,2,4,2,1,FALSE
33,3,0,2,1,FALSE
0,3,0,2,1,TRUE
0,3,0,2,1,FALSE
0,3,0,4,1,TRUE
0,3,0,2,1,FALSE
0,3,0,2,1,FALSE
0,4,0,3,1,FALSE
0,3,0,1,1,FALSE
0,2,4,3,1,TRUE
0,3,0,3,1,TRUE
0,1,0,157,1,TRUE
75,3,0,2,1,TRUE
66,2,0,3,1,TRUE
0,1,0,2,1,FALSE
84,2,0,9,1,TRUE
19,2,1,2,1,TRUE
0,0,1,10,0,TRUE
88,1,4,14,2,TRUE
50,2,0,4,1,TRUE
0,2,0,0,1,FALSE
33,2,0,2,1,FALSE
50,2,0,0,1,FALSE
0,2,0,0,1,FALSE
16,2,0,0,1,FALSE
0,3,0,0,1,FALSE
75,3,0,0,1,TRUE
28,2,0,2,1,FALSE
16,2,0,0,1,FALSE
0,2,6,0,1,FALSE
25,2,1,1,1,FALSE
0,3,0,1,1,FALSE
0,3,0,0,1,FALSE
33,3,0,3,1,FALSE
40,3,0,3,1,FALSE
0,3,0,0,1,FALSE
28,2,0,2,1,FALSE
0,1,0,1,1,FALSE
50,2,0,0,1,FALSE
25,2,0,6,1,FALSE
100,3,0,0,1,FALSE
66,3,0,0,1,FALSE
0,2,0,0,1,FALSE
100,1,22,1,1,TRUE
37,2,0,1,1,FALSE
0,2,3,0,1,FALSE
41,2,0,0,1,FALSE
14,2,0,3,1,FALSE
37,3,0,1,1,FALSE
28,2,0,1,1,FALSE
0,3,0,0,1,FALSE
33,2,1,0,2,TRUE
100,1,0,1,1,TRUE
65,1,0,3,1,TRUE
72,1,0,11,2,TRUE
0,2,0,0,1,FALSE
0,2,0,0,1,FALSE
94,1,2,35,2,FALSE
92,1,0,18,2,TRUE
0,0,1,0,0,FALSE
100,2,0,0,1,FALSE
0,0,1,4,0,FALSE
88,1,0,4,1,TRUE
0,0,1,4,0,FALSE
100,2,0,6,2,TRUE
100,2,0,11,2,FALSE
0,1,0,2,1,FALSE
0,1,0,10,1,FALSE
0,1,0,33,1,FALSE
100,4,7,4,1,TRUE
75,2,0,0,1,TRUE
83,3,0,13,1,FALSE
0,2,0,0,1,TRUE
73,5,2,9,1,FALSE
93,3,2,22,1,FALSE
0,2,3,0,1,FALSE
78,3,2,10,2,FALSE
100,5,0,9,2,TRUE
66,4,0,13,1,FALSE
75,4,0,9,2,FALSE
0,1,1,3,1,FALSE
0,1,6,0,1,FALSE
100,4,0,5,2,FALSE
100,1,2,23,2,FALSE
0,2,0,1,2,FALSE
