"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
"6","1","0","2","16","3","0","2","5","0.866666667","90","0.333333333","0","0","0.466666667","0","0","13.5","2","1.3333","Yes"
"9","1","1","7","17","34","1","6","4","0.6875","93","1","2","0","0.351851852","0","0","9.111111111","1","0.8889","Yes"
"5","2","0","10","12","10","4","8","5","2","62","0","0","0.903225806","0.4","1","2","11.4","1","0.6","No"
"7","3","0","11","31","9","0","11","5","0.5","285","1","0","0.571428571","0.428571429","0","0","39.42857143","1","0.8571","Yes"
"7","1","0","8","20","11","0","8","6","0.5","91","0.333333333","0","0","0.5","0","0","11.57142857","2","1.1429","Yes"
"5","2","0","8","12","0","4","6","5","0.25","54","1","0","0.903225806","0.433333333","0","0","9.6","1","0.6","Yes"
"17","1","2","26","20","96","23","4","17","0.902777778","120","1","2","0","0.235294118","0","0","5.529411765","3","1.0588","Yes"
"12","3","0","8","30","64","1","7","11","1","93","1","0","0.920454545","0.606060606","1","2","6.583333333","1","0.5833","No"
"5","1","0","3","19","2","0","3","3","0.666666667","157","1","1","0","0.333333333","0","0","29.8","3","1","Yes"
"3","2","0","2","6","3","0","2","1","2","12","0","0","0.714285714","0.666666667","1","2","3","1","0.6667","Yes"
"6","2","0","8","20","15","0","8","5","1","88","0","0","0.6875","0.416666667","1","1","13.5","2","1","No"
"0","1","0","5","0","0","5","0","0","2","53","0","0","0","0","0","0","0","0","0","Yes"
"3","1","0","1","10","1","1","0","2","0.5","84","0","0","0","0.5","0","0","26.66666667","10","3.3333","No"
"13","1","0","14","51","16","1","13","6","0.675925926","615","1","3","0","0.369230769","0","0","45.61538462","12","3.0769","Yes"
"4","2","0","11","22","6","4","9","4","2","155","0","0","0.933333333","0.416666667","1","1","37.75","1","0.5","Yes"
"10","2","0","13","39","43","2","11","7","0.777777778","276","1","0","0.466666667","0.24691358","0","0","26.5","5","1.5","Yes"
"3","2","0","2","14","0","1","1","3","0","42","1","0","0.666666667","0.555555556","0","0","12.66666667","1","0.6667","Yes"
"1","1","0","5","1","0","4","1","1","2","1","0","0","0","1","0","0","0","1","1","Yes"
"4","3","0","4","21","4","1","3","3","0.555555556","206","0.333333333","0","0.769230769","0.458333333","1","1","49","21","5.75","Yes"
"6","2","0","6","9","13","4","4","5","0.8","28","1","0","0.903225806","0.4","0","0","3.5","1","0.5","No"
"5","1","0","4","5","10","3","1","5","2","5","0","0","0","0.9","0","0","0","1","1","Yes"
"4","2","0","11","21","6","4","9","4","2","170","0","0","0.933333333","0.416666667","1","1","41.5","1","0.5","Yes"
"5","2","0","11","21","10","4","9","5","2","154","0","0","0.903225806","0.4","1","1","29.8","1","0.6","Yes"
"3","2","0","2","6","3","0","2","1","2","12","0","0","0.714285714","0.666666667","1","2","3","1","0.6667","Yes"
"6","1","0","8","30","0","0","8","4","0.333333333","168","1","1","0","0.416666667","0","0","26.5","2","1.3333","No"
"30","1","43","68","49","359","59","12","30","0.902821317","382","0.909090909","7","0","0.176666667","1","1","11.36666667","4","1.3333","Yes"
"6","1","0","7","20","9","7","0","4","0.7","185","0.25","0","0","0.4","0","0","29.16666667","6","2","Yes"
"5","2","0","9","11","10","5","6","5","2","31","0","0","0.903225806","0.4","1","2","5.2","1","0.6","No"
"5","2","0","11","21","10","4","9","5","2","153","0","0","0.903225806","0.4","1","1","29.6","1","0.6","Yes"
"2","1","0","5","2","1","5","1","2","2","2","0","0","0","0.75","0","0","0","1","1","No"
"11","2","0","8","43","27","0","8","6","0.728571429","523","1","0","0.523809524","0.285714286","0","0","45.90909091","5","1.9091","Yes"
