PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,HeuBug
100,3,0,14,2,FALSE
50,2,0,2,1,FALSE
83,3,0,12,2,FALSE
90,2,1,15,2,FALSE
60,2,0,6,1,FALSE
92,2,0,42,3,FALSE
100,2,1,2,1,FALSE
81,3,0,27,1,FALSE
91,2,2,2,1,FALSE
89,1,0,9,1,FALSE
48,3,1,3,1,FALSE
55,4,0,2,1,FALSE
46,2,0,5,1,FALSE
100,3,0,0,1,FALSE
50,2,0,3,1,FALSE
41,1,0,4,2,FALSE
95,2,0,2,2,FALSE
40,1,0,2,2,FALSE
0,2,1,0,1,FALSE
73,2,0,0,1,FALSE
80,2,0,7,2,FALSE
0,1,0,1,2,FALSE
58,2,0,9,2,FALSE
40,1,0,3,2,FALSE
68,2,0,6,1,FALSE
0,1,0,3,1,FALSE
50,1,0,10,2,FALSE
69,1,0,26,2,FALSE
55,1,0,12,2,FALSE
55,1,0,8,2,FALSE
25,2,1,12,2,FALSE
54,1,0,8,2,FALSE
100,2,0,6,1,FALSE
0,2,0,3,1,FALSE
0,0,0,0,0,FALSE
75,1,0,9,1,FALSE
0,0,0,0,0,FALSE
0,1,0,8,1,FALSE
0,0,0,0,0,FALSE
0,0,26,0,0,FALSE
82,1,0,13,2,FALSE
0,1,0,16,1,FALSE
86,1,0,15,2,FALSE
57,1,0,13,1,FALSE
69,1,0,14,2,FALSE
98,2,7,19,2,FALSE
0,1,0,4,1,FALSE
61,2,6,2,1,TRUE
33,1,1,3,2,FALSE
63,1,0,2,3,FALSE
71,4,0,3,1,FALSE
0,0,1,0,0,FALSE
80,2,0,17,1,FALSE
0,1,0,1,1,FALSE
58,1,0,18,2,FALSE
100,1,19,1,2,FALSE
54,3,0,3,2,FALSE
33,1,0,2,2,FALSE
0,1,0,2,2,FALSE
0,0,0,0,0,FALSE
86,4,0,5,3,FALSE
79,3,0,4,4,TRUE
90,1,0,30,3,FALSE
0,2,1,11,2,FALSE
93,1,12,46,3,TRUE
89,1,2,32,2,TRUE
0,1,0,2,2,FALSE
0,2,3,13,2,FALSE
0,0,1,1,0,FALSE
80,2,0,12,2,FALSE
50,1,0,5,1,FALSE
75,1,0,3,2,FALSE
100,1,0,0,1,FALSE
87,1,9,14,2,FALSE
87,1,0,0,2,FALSE
14,1,0,3,2,FALSE
66,2,0,5,2,FALSE
60,1,0,2,2,FALSE
28,1,0,3,2,FALSE
82,3,3,4,2,FALSE
100,3,0,0,1,FALSE
57,1,2,0,1,FALSE
0,2,3,2,2,FALSE
0,0,0,0,0,FALSE
92,4,0,6,4,TRUE
100,3,0,0,1,FALSE
45,1,0,5,2,FALSE
82,1,0,4,3,TRUE
0,2,2,1,2,FALSE
100,2,1,1,1,TRUE
76,3,0,5,1,FALSE
0,2,5,0,1,FALSE
37,1,0,0,1,FALSE
63,1,0,6,2,FALSE
86,3,1,7,2,TRUE
78,2,0,12,1,FALSE
100,3,0,0,1,FALSE
78,1,18,11,2,FALSE
0,2,0,1,1,FALSE
0,3,0,0,1,FALSE
0,2,0,1,1,FALSE
0,2,0,0,1,FALSE
77,2,0,4,1,FALSE
0,2,7,0,2,FALSE
0,2,1,2,1,FALSE
100,3,0,0,1,FALSE
44,2,0,9,1,FALSE
93,1,0,6,2,FALSE
0,0,0,0,0,FALSE
100,1,5,1,1,FALSE
50,2,0,9,2,FALSE
100,2,1,3,1,FALSE
60,1,6,2,4,FALSE
0,1,2,6,2,FALSE
0,1,11,19,2,FALSE
0,2,1,1,1,FALSE
100,3,0,0,1,FALSE
88,1,3,15,2,FALSE
0,1,1,1,1,FALSE
0,1,3,5,1,FALSE
0,2,0,7,2,FALSE
