"PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","HeuBug"
"0","2","0","0","1","FALSE"
"87","1","0","1","3","FALSE"
"100","2","0","0","1","FALSE"
"0","2","0","0","1","FALSE"
"0","2","0","0","1","FALSE"
"33","2","0","3","2","FALSE"
"50","4","0","3","2","FALSE"
"88","1","2","5","3","FALSE"
"84","1","2","3","2","FALSE"
"54","2","2","3","1","FALSE"
"0","2","0","3","2","FALSE"
"0","2","0","2","2","FALSE"
"0","3","0","2","2","FALSE"
"0","2","0","3","2","FALSE"
"0","3","0","2","2","FALSE"
"0","2","0","2","2","FALSE"
"86","2","0","2","1","FALSE"
"85","2","0","2","1","FALSE"
"80","1","0","7","4","FALSE"
"0","2","0","1","1","FALSE"
"81","2","0","4","2","FALSE"
"0","1","0","1","1","FALSE"
"60","1","0","3","2","FALSE"
"70","3","0","0","1","FALSE"
"50","2","0","0","1","FALSE"
"0","2","0","2","1","FALSE"
"66","2","0","3","2","FALSE"
"66","2","0","2","2","FALSE"
"70","2","0","1","2","FALSE"
"0","2","0","4","2","FALSE"
"70","3","0","5","1","FALSE"
"62","2","0","1","1","FALSE"
"66","2","0","3","2","FALSE"
"0","2","0","1","1","FALSE"
"66","2","0","1","2","FALSE"
"0","2","0","1","2","FALSE"
"50","2","0","1","2","FALSE"
"77","2","0","2","2","FALSE"
"0","1","0","0","2","FALSE"
"0","2","0","0","1","FALSE"
"61","2","1","2","1","FALSE"
"70","1","4","2","2","FALSE"
"86","2","5","1","1","TRUE"
"53","3","0","4","1","FALSE"
"63","3","0","4","1","FALSE"
"100","4","0","0","1","FALSE"
"0","0","1","1","0","FALSE"
"50","3","0","2","1","FALSE"
"73","3","0","3","1","FALSE"
"46","3","1","2","1","FALSE"
"64","2","0","9","1","FALSE"
"62","3","0","2","1","FALSE"
"75","2","0","3","2","FALSE"
"0","1","0","1","1","FALSE"
"50","1","0","4","2","FALSE"
"50","1","6","0","2","FALSE"
"61","2","0","3","1","FALSE"
"0","2","0","0","1","FALSE"
"0","2","0","9","1","FALSE"
"66","2","0","1","1","FALSE"
"66","2","0","0","1","FALSE"
"0","3","0","1","1","FALSE"
"33","2","0","0","1","FALSE"
"41","1","1","0","2","FALSE"
"100","0","4","0","0","FALSE"
"66","2","1","0","1","FALSE"
"40","1","1","0","2","FALSE"
"0","1","0","0","2","FALSE"
"0","3","0","0","1","FALSE"
"0","3","0","1","1","FALSE"
"0","2","2","0","1","FALSE"
"61","1","0","0","2","FALSE"
"0","0","1","0","0","FALSE"
"84","1","0","0","2","FALSE"
"100","1","0","7","1","FALSE"
"0","1","0","11","1","FALSE"
"0","1","0","1","1","FALSE"
"0","1","0","2","1","FALSE"
"50","1","0","2","1","FALSE"
"97","1","2","59","9","TRUE"
"41","1","0","7","3","TRUE"
"97","2","3","18","6","TRUE"
"96","1","0","0","2","FALSE"
"0","0","5","1","0","FALSE"
"69","2","0","18","2","FALSE"
"77","1","0","6","1","FALSE"
"89","1","3","27","4","TRUE"
"78","2","2","13","3","TRUE"
"83","1","2","2","3","FALSE"
"0","1","0","13","1","FALSE"
"72","2","0","9","2","FALSE"
"81","1","0","0","2","FALSE"
"76","1","0","6","3","FALSE"
"0","2","0","3","2","FALSE"
"0","3","0","2","2","FALSE"
"13","1","0","0","2","FALSE"
"94","1","1","50","6","TRUE"
"75","1","0","10","2","FALSE"
"0","3","0","4","1","TRUE"
"0","3","0","2","2","FALSE"
"10","1","0","0","2","FALSE"
"0","2","0","3","2","FALSE"
"0","2","0","4","4","FALSE"
"0","3","1","4","4","FALSE"
"0","2","0","5","5","FALSE"
"87","2","0","28","1","FALSE"
"96","1","0","2","1","FALSE"
"75","2","2","2","1","FALSE"
"75","1","0","13","3","FALSE"
"0","0","5","1","0","FALSE"
"66","3","0","3","1","FALSE"
"100","3","0","3","1","FALSE"
"83","2","0","3","1","FALSE"
"0","0","2","1","0","FALSE"
"83","1","0","12","2","FALSE"
"75","2","2","2","1","FALSE"
"73","1","0","12","3","FALSE"
"0","0","1","1","0","FALSE"
"66","3","0","3","1","FALSE"
"100","3","0","3","1","FALSE"
"44","1","0","11","2","TRUE"
"100","2","0","0","1","FALSE"
"76","1","0","2","1","FALSE"
"53","1","0","3","1","FALSE"
"0","0","1","1","0","FALSE"
"50","1","0","4","2","FALSE"
"0","3","1","0","1","FALSE"
"0","2","4","17","2","TRUE"
"88","2","0","16","1","FALSE"
"83","1","0","4","1","FALSE"
"0","0","4","1","0","FALSE"
"0","1","12","26","2","TRUE"
"0","0","8","1","0","FALSE"
"0","2","3","0","2","FALSE"
"54","1","0","1","1","FALSE"
"98","1","2","64","2","TRUE"
