"PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","HeuBug"
"58","2","0","7","1","FALSE"
"44","3","0","2","1","FALSE"
"75","1","0","0","1","FALSE"
"33","2","0","3","1","FALSE"
"55","3","0","1","1","FALSE"
"0","2","0","3","1","FALSE"
"25","3","0","1","1","FALSE"
"61","3","0","1","1","FALSE"
"41","2","0","6","1","FALSE"
"58","2","0","7","1","FALSE"
"53","3","0","2","1","FALSE"
"78","1","0","0","1","FALSE"
"93","2","0","5","1","FALSE"
"0","1","0","0","1","FALSE"
"0","3","0","2","1","FALSE"
"60","3","0","1","1","FALSE"
"57","2","0","7","1","FALSE"
"53","3","0","2","1","FALSE"
"76","1","0","0","1","FALSE"
"71","3","0","2","1","FALSE"
"66","3","0","2","1","FALSE"
"55","3","0","1","1","FALSE"
"59","3","0","1","1","FALSE"
"63","2","0","6","1","FALSE"
"57","3","0","2","1","FALSE"
"86","1","0","0","1","FALSE"
"0","1","0","0","1","FALSE"
"0","3","0","3","1","FALSE"
"0","1","0","0","1","FALSE"
"0","3","0","3","1","FALSE"
"0","3","0","2","1","FALSE"
"94","2","0","6","1","FALSE"
"0","1","0","0","1","FALSE"
"0","4","0","0","1","FALSE"
"0","3","0","2","1","FALSE"
"33","3","0","2","1","FALSE"
"96","1","0","0","1","FALSE"
"70","4","0","1","1","FALSE"
"33","4","0","1","1","FALSE"
"0","4","0","1","1","FALSE"
"0","2","0","6","1","FALSE"
"25","3","0","1","1","FALSE"
"0","2","0","2","1","FALSE"
"0","2","0","4","1","FALSE"
"0","2","0","4","1","FALSE"
"0","2","0","6","1","FALSE"
"0","2","0","4","1","FALSE"
"0","2","0","5","1","FALSE"
"0","2","0","3","1","FALSE"
"21","2","0","4","1","FALSE"
"21","2","0","2","1","FALSE"
"0","3","0","6","1","FALSE"
"0","2","0","5","1","FALSE"
"0","3","0","5","1","FALSE"
"64","2","0","5","1","FALSE"
"50","2","0","2","1","FALSE"
"0","2","0","6","1","FALSE"
"0","2","0","6","1","FALSE"
"0","3","0","6","1","FALSE"
"0","2","0","4","1","FALSE"
"0","1","0","0","1","FALSE"
"0","0","2","2","0","FALSE"
"42","2","0","0","1","FALSE"
"0","1","0","4","2","FALSE"
"50","1","0","4","1","FALSE"
"82","2","0","20","2","TRUE"
"33","1","0","4","1","FALSE"
"0","2","2","0","1","FALSE"
"25","3","0","1","1","FALSE"
"46","2","0","8","1","FALSE"
"25","3","0","1","1","FALSE"
"0","1","1","0","2","FALSE"
"0","0","2","2","0","FALSE"
"0","0","1","0","0","FALSE"
"53","1","0","3","1","FALSE"
"66","1","3","3","2","FALSE"
"90","1","5","13","2","TRUE"
"0","1","0","2","2","FALSE"
"70","2","0","4","2","FALSE"
"72","1","0","0","1","FALSE"
"0","0","1","3","0","FALSE"
"92","3","0","4","2","FALSE"
"0","2","0","6","2","FALSE"
"0","0","1","1","0","FALSE"
"80","2","1","6","1","FALSE"
"0","2","0","0","1","FALSE"
"0","0","4","2","0","FALSE"
"64","2","1","3","1","TRUE"
"66","2","0","11","2","FALSE"
"62","2","0","2","1","FALSE"
