@relation activemq-5.8.0

@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute HeuBug {FALSE,TRUE}

@data
88,1,0,22,1,FALSE
75,1,0,3,2,FALSE
57,2,0,0,1,FALSE
83,1,0,3,1,FALSE
0,1,0,9,1,FALSE
50,1,0,5,2,FALSE
77,1,0,9,2,FALSE
50,1,0,1,1,FALSE
0,1,0,0,2,FALSE
25,1,0,3,2,FALSE
51,1,0,0,2,FALSE
94,1,1,14,2,FALSE
63,1,0,2,1,FALSE
72,2,1,1,2,FALSE
50,1,0,6,1,FALSE
62,1,0,4,1,FALSE
65,2,1,9,2,FALSE
77,1,0,9,2,FALSE
27,1,0,4,2,FALSE
81,1,0,1,2,FALSE
0,2,0,8,1,FALSE
80,2,0,5,2,FALSE
0,3,0,0,1,FALSE
84,1,2,10,1,FALSE
0,1,3,1,1,FALSE
0,2,0,3,2,FALSE
41,1,0,2,2,FALSE
0,2,0,5,2,FALSE
18,1,0,4,2,FALSE
0,2,0,5,2,FALSE
12,1,0,1,2,FALSE
0,2,0,4,2,FALSE
25,1,1,3,2,FALSE
90,2,0,12,2,FALSE
89,2,0,18,2,FALSE
79,1,0,0,1,FALSE
60,1,0,0,3,FALSE
89,1,0,10,2,FALSE
0,0,2,0,0,FALSE
0,0,1,1,0,FALSE
16,1,0,6,1,FALSE
40,1,0,5,1,FALSE
0,0,2,3,0,FALSE
100,2,0,0,1,FALSE
58,1,0,4,2,FALSE
80,1,0,5,1,FALSE
57,1,0,1,2,FALSE
92,1,0,10,3,FALSE
0,1,1,0,1,FALSE
83,1,0,2,1,FALSE
68,2,0,3,1,FALSE
0,0,3,2,0,FALSE
83,1,0,3,3,FALSE
0,0,2,2,0,FALSE
81,1,0,6,1,FALSE
78,1,0,2,2,FALSE
11,1,0,2,1,FALSE
35,1,0,4,1,FALSE
62,1,0,1,2,FALSE
89,1,0,9,2,FALSE
100,1,0,5,1,FALSE
66,1,0,3,1,FALSE
66,1,0,4,3,FALSE
42,1,0,2,3,FALSE
52,1,0,9,1,FALSE
92,1,0,16,2,FALSE
100,2,0,0,1,FALSE
0,0,2,0,0,FALSE
0,2,1,2,1,FALSE
0,2,1,3,1,FALSE
0,1,15,0,1,FALSE
0,3,0,1,1,FALSE
0,1,0,1,2,FALSE
0,1,0,3,2,FALSE
0,1,0,0,2,FALSE
100,2,0,0,1,FALSE
100,0,1,9,0,FALSE
0,0,1,1,0,FALSE
0,1,0,2,1,FALSE
0,0,2,0,0,FALSE
0,1,0,0,2,FALSE
88,1,0,22,1,FALSE
75,1,0,3,2,FALSE
83,2,1,22,2,FALSE
96,1,0,43,5,FALSE
95,1,0,7,2,FALSE
55,3,0,16,2,FALSE
65,1,1,12,2,FALSE
50,1,0,8,1,FALSE
74,1,0,11,1,FALSE
0,1,0,1,1,FALSE
57,2,0,0,1,FALSE
83,1,0,3,1,FALSE
0,1,0,9,1,FALSE
50,1,0,5,2,FALSE
77,1,0,9,2,FALSE
50,1,0,1,1,FALSE
72,1,0,4,2,FALSE
0,1,0,4,2,FALSE
0,1,0,0,2,FALSE
66,1,0,2,1,FALSE
0,1,0,3,2,FALSE
0,1,0,0,2,FALSE
55,2,1,8,1,FALSE
93,1,1,27,3,FALSE
74,2,1,14,2,FALSE
93,2,0,25,2,FALSE
62,3,0,16,2,FALSE
80,3,0,20,2,FALSE
11,1,0,9,1,FALSE
82,1,0,13,3,FALSE
42,1,0,1,1,FALSE
0,1,0,2,2,FALSE
0,1,0,1,2,FALSE
50,1,0,1,1,FALSE
0,1,0,2,2,FALSE
46,1,0,4,1,FALSE
0,1,0,5,2,FALSE
76,1,0,4,1,FALSE
0,2,1,5,1,FALSE
71,1,0,7,2,FALSE
50,2,1,3,2,FALSE
80,2,0,6,1,FALSE
0,2,0,2,1,FALSE
0,3,0,1,1,FALSE
0,3,0,8,1,FALSE
0,3,0,3,1,FALSE
50,2,0,5,1,FALSE
71,2,1,5,2,FALSE
68,2,0,5,1,FALSE
59,2,1,3,1,FALSE
59,2,0,3,1,FALSE
38,2,0,5,1,FALSE
50,2,0,3,1,FALSE
64,2,0,4,1,FALSE
40,2,0,5,1,FALSE
50,2,0,3,1,FALSE
0,2,0,1,1,FALSE
100,2,0,12,1,FALSE
53,1,0,0,1,FALSE
0,7,0,2,1,TRUE
66,5,0,6,2,FALSE
55,5,0,7,2,FALSE
71,4,1,11,2,FALSE
93,3,2,32,2,TRUE
83,2,0,0,1,FALSE
60,4,0,8,2,TRUE
0,1,0,0,1,FALSE
0,0,1,2,0,FALSE
60,3,0,8,2,FALSE
78,2,0,7,2,FALSE
75,1,0,5,2,FALSE
0,1,0,2,2,FALSE
0,0,8,2,0,FALSE
0,2,0,0,2,FALSE
0,2,0,1,1,FALSE
0,2,0,1,2,FALSE
68,1,4,5,2,TRUE
0,2,0,1,2,TRUE
84,1,0,3,2,FALSE
0,2,0,0,1,FALSE
91,2,0,31,1,TRUE
81,2,3,0,2,FALSE
0,2,4,18,2,TRUE
88,2,0,16,1,FALSE
0,0,2,0,0,FALSE
0,0,1,1,0,FALSE
77,1,0,4,1,FALSE
0,0,4,1,0,FALSE
0,1,20,28,2,TRUE
0,0,14,1,0,FALSE
50,2,21,0,2,FALSE
57,1,0,1,1,FALSE
98,1,3,80,2,TRUE
0,0,21,1,0,FALSE
100,2,0,0,1,FALSE
50,2,0,5,1,FALSE
0,2,0,5,1,FALSE
0,1,2,5,1,FALSE
94,1,0,13,1,FALSE
0,1,1,2,1,FALSE
80,1,0,4,1,FALSE
0,1,0,4,2,FALSE
0,1,2,28,2,TRUE
6,1,2,29,2,TRUE
0,2,0,0,1,FALSE
55,1,0,8,2,FALSE
0,0,1,1,0,FALSE
93,2,1,5,1,FALSE
60,3,0,1,2,FALSE
0,1,0,8,1,FALSE
88,1,0,25,2,TRUE
0,1,1,1,1,TRUE
0,0,0,0,0,TRUE
