PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,HeuBug
0,0,33,0,0,FALSE
78,1,0,14,2,FALSE
100,2,5,16,2,FALSE
66,2,15,3,1,FALSE
33,1,1,3,2,FALSE
66,1,0,1,2,FALSE
0,1,2,0,2,FALSE
66,4,0,5,1,TRUE
0,0,1,0,0,FALSE
0,1,2,0,2,FALSE
80,2,0,20,1,TRUE
70,2,1,5,2,FALSE
0,1,0,1,1,FALSE
64,2,0,21,2,FALSE
0,1,24,0,1,FALSE
0,2,0,5,1,FALSE
0,0,0,0,0,FALSE
0,1,0,15,2,FALSE
0,4,0,6,2,FALSE
86,3,0,5,3,TRUE
91,1,19,96,3,TRUE
0,2,1,14,2,FALSE
95,3,12,62,3,TRUE
88,2,1,33,2,TRUE
0,1,0,2,2,FALSE
0,2,4,13,1,FALSE
0,0,1,1,0,FALSE
73,1,0,9,2,TRUE
80,2,0,14,2,FALSE
50,1,0,5,1,FALSE
89,4,0,7,2,TRUE
100,1,0,0,1,FALSE
0,3,0,0,2,FALSE
0,3,0,0,2,FALSE
77,3,8,13,2,TRUE
93,1,0,0,1,FALSE
19,1,0,2,1,FALSE
40,1,0,2,1,TRUE
33,2,0,16,1,FALSE
84,3,4,9,4,TRUE
100,4,0,0,1,FALSE
57,1,1,0,1,FALSE
50,2,3,2,2,FALSE
0,0,0,0,0,FALSE
0,4,0,6,3,FALSE
100,4,0,0,1,FALSE
63,1,0,5,2,FALSE
90,1,0,5,2,TRUE
0,2,2,1,2,FALSE
100,2,1,1,1,FALSE
69,3,0,3,1,TRUE
0,2,3,0,1,FALSE
72,1,0,5,2,TRUE
91,3,2,7,1,TRUE
80,2,0,18,1,FALSE
100,4,0,0,1,FALSE
79,1,17,12,2,TRUE
0,2,0,1,1,FALSE
0,2,0,0,1,FALSE
0,2,0,1,1,FALSE
100,3,0,0,1,FALSE
0,2,0,2,1,FALSE
57,1,0,6,1,FALSE
82,2,0,23,1,FALSE
