"PercentLackOfCohesion","MaxInheritanceTree","CountClassDerived","CountClassCoupled","CountClassBase","HeuBug"
"100","3","0","0","1","FALSE"
"0","0","1","0","0","FALSE"
"0","0","0","0","0","FALSE"
"0","0","4","0","0","FALSE"
"0","0","0","0","0","FALSE"
"0","0","0","1","0","FALSE"
"0","0","0","0","0","FALSE"
"0","0","0","0","0","FALSE"
"100","2","1","0","1","FALSE"
"0","1","1","1","1","FALSE"
"0","2","1","2","1","FALSE"
"0","0","1","1","0","FALSE"
"0","1","1","2","1","FALSE"
"0","1","2","1","1","FALSE"
"0","0","2","2","0","FALSE"
"0","3","1","2","1","FALSE"
"0","0","2","1","0","FALSE"
"0","1","1","2","1","FALSE"
"0","0","1","1","0","FALSE"
"0","3","1","2","1","FALSE"
"0","1","4","2","1","FALSE"
"0","2","6","2","1","FALSE"
"0","1","1","2","1","FALSE"
"0","1","1","1","1","FALSE"
"0","0","1","2","0","FALSE"
"0","2","2","2","1","FALSE"
"0","2","1","1","1","FALSE"
"0","3","1","1","1","FALSE"
"0","0","8","2","0","FALSE"
"0","3","1","1","1","FALSE"
"0","0","1","2","0","FALSE"
"0","3","1","1","1","FALSE"
"0","1","1","1","1","FALSE"
"0","3","1","2","1","FALSE"
"0","0","1","2","0","FALSE"
"0","0","1","1","0","FALSE"
"0","1","1","2","1","FALSE"
"0","0","1","0","0","FALSE"
"0","0","2","1","0","FALSE"
"0","0","3","1","0","FALSE"
"0","0","52","0","0","FALSE"
"0","1","33","2","1","FALSE"
"0","0","2","5","0","FALSE"
"0","0","0","0","0","FALSE"
"0","2","1","0","1","FALSE"
"0","1","1","2","1","FALSE"
"0","0","0","0","0","FALSE"
"38","3","0","5","1","FALSE"
"61","3","73","9","1","FALSE"
"0","0","6","0","0","FALSE"
"100","1","3","9","2","FALSE"
"55","1","12","3","2","FALSE"
"0","1","0","3","1","FALSE"
"93","1","1","19","2","FALSE"
"100","3","0","32","1","FALSE"
"0","3","0","12","1","FALSE"
"94","2","2","15","1","FALSE"
"0","1","1","4","1","FALSE"
"77","2","0","9","1","FALSE"
"50","1","5","6","2","FALSE"
"71","1","0","5","1","FALSE"
"50","3","2","11","2","FALSE"
"6","4","0","3","1","FALSE"
"89","1","1","28","1","FALSE"
"53","2","0","6","1","FALSE"
"0","2","0","2","1","FALSE"
"100","3","19","14","2","FALSE"
"0","1","0","5","2","FALSE"
"0","1","0","4","2","FALSE"
"50","1","0","4","1","FALSE"
"95","2","3844","12","2","FALSE"
"77","1","0","4","3","FALSE"
"53","1","0","4","1","FALSE"
"0","1","0","2","1","FALSE"
"59","1","1","5","3","FALSE"
"22","1","0","1","3","FALSE"
"66","1","0","0","3","FALSE"
"0","1","0","1","2","FALSE"
"0","1","0","3","2","FALSE"
"33","1","0","1","2","FALSE"
"0","1","0","4","2","FALSE"
"50","4","0","0","1","FALSE"
"44","1","0","2","2","FALSE"
"97","1","0","5","1","FALSE"
"0","0","4","1","0","FALSE"
"0","0","4","2","0","FALSE"
"50","1","0","1","2","FALSE"
"0","1","0","3","2","FALSE"
"50","1","0","1","2","FALSE"
"0","1","0","3","2","FALSE"
"0","2","0","0","1","FALSE"
"96","2","0","17","4","FALSE"
"93","2","0","22","2","TRUE"
"0","1","0","0","2","FALSE"
"12","1","0","4","2","FALSE"
"66","2","0","0","2","FALSE"
"50","4","0","1","1","FALSE"
"0","2","1","41","2","FALSE"
"0","0","40","1","0","FALSE"
"100","2","13","0","1","FALSE"
"62","3","16","1","1","FALSE"
"100","4","0","1","1","FALSE"
